vehicle_type,delivery_mode,region,weather_condition,distance_km,package_weight_kg,delivery_time_hours,delayed,delivery_rating,delivery_cost
scooter,two day,east,clear,125.6,39.58,4.958684764646472,no,4,746.74
ev van,standard,north,cold,31.9,4.86,2.9652065578655806,no,3,174.08
bike,standard,central,rainy,279.2,15.87,8.023381776098807,no,3,1443.61
van,two day,south,hot,81.5,9.82,3.5728159065119027,no,4,436.96
bike,same day,south,stormy,174.7,26.14,7.002977955015895,yes,3,1051.92
scooter,express,east,cold,120.2,19.66,4.229518252815337,no,3,709.98
scooter,express,south,cold,104.7,45.94,5.1119418664091425,yes,3,711.32
scooter,two day,west,foggy,51.3,12.1,3.135257040019547,no,5,292.8
ev bike,two day,central,hot,297.1,42.42,8.221863633627501,no,3,1621.26
scooter,standard,central,clear,87.5,18.02,3.4819670803339746,no,3,491.56
ev bike,two day,south,cold,119.5,43.59,5.505312745869512,no,4,728.27
ev van,express,north,cold,58.6,13.04,3.6615351634143214,yes,3,382.12
truck,express,north,rainy,188.6,21.04,7.097502970158287,yes,2,1056.12
truck,express,south,stormy,26.8,19.35,4.074644158207403,yes,3,242.05
van,express,west,cold,199.2,38.15,6.401511002501059,yes,2,1160.45
ev bike,same day,east,rainy,151.4,31.11,6.0732615835101464,yes,3,950.33
ev bike,two day,south,clear,194.6,47.14,6.815160434795594,no,4,1114.42
ev van,standard,north,cold,3.6,8.13,1.9378619185154495,no,5,95.6674
scooter,same day,east,rainy,202.4,49.52,7.8331127116678285,yes,2,1262.0
ev bike,standard,central,clear,14.7,4.68,1.7398127343504064,no,3,95.6674
bike,standard,west,foggy,275.3,26.86,7.71539406203273,no,4,1457.08
van,express,south,foggy,238.2,10.53,7.261665907265875,yes,3,1272.59
bike,two day,east,rainy,38.0,24.15,3.928023541842184,no,5,262.45
truck,express,east,cold,167.3,38.22,6.004179526796864,no,4,1001.16
ev van,express,central,clear,287.1,24.05,7.317078052913299,yes,2,1557.65
ev bike,two day,south,cold,73.5,42.84,3.905403816786301,no,5,496.02
ev bike,express,south,stormy,22.7,35.35,3.762032971131678,yes,3,269.55
truck,two day,east,rainy,127.3,25.67,5.827644405684946,no,5,713.51
truck,two day,north,foggy,42.3,47.15,3.6720689744006925,no,4,352.95
bike,same day,central,clear,233.5,40.49,7.13439398543969,yes,2,1388.97
ev bike,two day,south,cold,273.7,47.53,8.619095363050826,no,3,1511.09
ev bike,two day,central,hot,135.4,27.11,4.647114102012829,no,5,758.33
bike,standard,east,cold,297.1,46.75,8.417410276454865,no,3,1632.7206
truck,standard,west,clear,57.8,7.31,2.5536442799072345,no,4,310.93
van,express,west,cold,275.4,46.96,7.954778682531476,yes,3,1567.88
truck,same day,west,hot,97.7,25.56,4.429878899410876,no,3,665.18
ev bike,express,west,stormy,270.7,0.67,8.104818162189243,yes,2,1404.79
scooter,same day,west,stormy,271.4,40.57,9.26184711468309,yes,2,1578.71
ev van,two day,south,rainy,105.3,44.66,5.926914780846859,no,4,660.48
van,standard,north,stormy,7.1,28.02,3.948197503959023,no,4,119.56
truck,two day,central,cold,91.5,22.4,4.177041457366876,no,5,524.7
bike,express,central,hot,131.5,43.96,4.859491494652773,no,3,839.38
bike,two day,south,foggy,295.2,2.76,7.912249009660325,no,4,1484.28
scooter,same day,north,stormy,207.2,42.44,8.289592085591936,yes,3,1263.32
ev van,standard,central,foggy,190.8,35.44,6.955086621813647,no,4,1060.32
scooter,two day,north,foggy,193.9,30.19,6.1481694687108455,no,4,1060.07
van,standard,north,stormy,119.5,29.41,6.467623612286385,no,5,685.73
ev van,express,central,foggy,207.2,13.92,6.1583762692647355,no,5,1127.76
scooter,same day,west,stormy,84.6,10.04,5.199428266554569,no,4,553.12
ev bike,two day,west,cold,225.9,29.22,6.429311667742622,no,3,1217.16
bike,standard,west,clear,195.9,17.75,5.794863683476339,no,3,1032.75
bike,same day,west,foggy,224.2,13.03,7.144208109862431,yes,1,1260.09
bike,standard,east,rainy,46.3,28.81,4.434934575026685,no,4,317.93
bike,express,west,clear,166.1,27.21,5.161932803947789,yes,2,962.13
truck,express,west,clear,58.3,16.4,3.2952490164205983,no,4,390.7
bike,express,south,foggy,94.2,32.09,4.590037697853267,yes,1,617.27
truck,same day,east,clear,237.8,2.59,6.525102825951406,no,5,1296.77
truck,same day,south,hot,125.8,45.59,4.886420862196417,no,4,865.77
scooter,same day,west,foggy,15.9,7.17,2.496489840011579,no,5,201.01
bike,standard,north,rainy,267.7,44.08,8.744284488515481,no,5,1470.74
bike,two day,central,cold,33.1,22.89,3.1459295320943124,no,4,234.17
bike,same day,south,stormy,149.7,38.51,7.123859694396451,yes,2,964.03
truck,standard,north,hot,143.1,32.12,4.9735258470029295,no,4,811.86
ev van,two day,north,hot,120.3,27.16,4.413155518524226,no,5,682.98
van,two day,east,rainy,3.6,43.43,3.297482490598129,no,4,143.29
truck,same day,south,stormy,77.0,8.6,4.479297219480447,no,3,510.8
scooter,express,west,clear,47.5,49.39,3.7740969883091884,no,5,435.67
bike,two day,east,stormy,49.9,40.86,4.811624364003173,no,5,372.08
scooter,express,south,cold,38.8,46.55,3.2482012543646173,no,5,383.65
van,same day,south,rainy,247.4,48.42,8.5627290008329,yes,2,1482.26
ev van,same day,south,hot,31.2,9.96,2.6916640333350546,no,4,285.88
scooter,same day,west,clear,100.6,48.61,4.4482171411098435,no,5,748.83
ev van,two day,north,stormy,174.4,28.69,6.805407810334355,no,5,958.07
truck,standard,central,clear,13.2,29.97,2.2156957999297022,no,4,155.91
van,standard,south,cold,158.0,14.34,4.842813591349191,no,5,833.02
truck,same day,north,foggy,139.7,9.7,4.5377850478061905,no,4,827.6
ev bike,two day,west,cold,257.6,8.83,6.856145079344219,no,5,1314.49
ev bike,express,west,cold,35.7,1.78,2.47120945598237,no,5,233.84
ev van,same day,west,clear,18.5,18.34,2.729868870655576,no,3,247.52
truck,two day,south,stormy,45.0,41.0,4.408985627912174,no,4,348.0
bike,same day,north,stormy,143.4,36.95,6.940464056219287,yes,2,927.85
van,standard,central,foggy,32.4,1.8,3.138532771373843,no,5,167.4
ev van,two day,east,hot,185.1,40.6,6.584343499107084,no,3,1047.3
scooter,two day,east,foggy,238.2,27.95,7.447816296883971,no,5,1274.85
van,same day,south,cold,167.1,14.89,5.886071915531903,no,3,980.17
truck,same day,west,stormy,108.2,24.92,5.513218825507278,no,4,715.76
truck,same day,central,foggy,134.6,1.15,5.0152899325611,yes,3,776.45
ev van,same day,west,cold,73.5,22.24,3.953821767069182,no,4,534.22
truck,express,west,hot,255.8,14.6,7.537440669133186,yes,1,1372.8
bike,same day,west,rainy,97.7,30.76,4.676431129605116,yes,2,680.78
scooter,same day,north,foggy,257.7,39.95,7.497948408650095,yes,1,1508.35
truck,two day,east,clear,289.8,26.78,7.837363203121203,no,3,1529.34
ev bike,two day,south,foggy,77.4,31.25,3.8247508539700483,no,5,480.75
truck,same day,east,stormy,257.5,48.95,8.759090347173743,yes,2,1534.35
ev bike,two day,central,stormy,251.1,36.65,8.95671196708736,no,3,1365.45
scooter,express,central,hot,183.8,10.06,5.943706918751203,yes,2,999.18
bike,two day,east,rainy,250.3,48.18,8.089954302210563,no,5,1396.04
ev van,express,north,foggy,128.2,12.63,5.263444024332729,yes,2,728.89
truck,two day,south,hot,181.3,24.66,6.164989280573418,no,5,980.48
ev bike,express,west,hot,122.3,41.41,5.285525534148002,no,5,785.73
ev van,same day,east,foggy,297.1,26.02,8.921180187080735,yes,1,1632.7206
scooter,standard,east,hot,160.0,40.3,5.433881750458574,no,4,920.9
ev van,two day,south,cold,71.9,31.14,3.3909390882962103,no,4,452.92
van,express,central,foggy,201.4,39.58,6.342345545904964,yes,3,1175.74
truck,standard,central,hot,227.7,17.83,6.658022928401745,no,4,1191.99
van,express,west,rainy,258.5,48.86,8.291712226539348,yes,2,1489.08
scooter,express,central,stormy,4.8,23.18,3.110637478405686,yes,3,143.54
ev van,standard,north,rainy,224.4,26.14,7.708590125759156,no,5,1200.42
van,same day,north,hot,159.6,23.09,5.3696064670756005,no,5,967.27
bike,standard,west,foggy,218.2,5.67,6.547057755081856,no,4,1108.01
bike,same day,west,cold,158.7,5.98,5.409301868003731,no,4,911.44
ev van,express,south,cold,99.6,2.6,3.895122809258401,no,4,555.8
ev bike,same day,central,foggy,11.5,38.37,2.5836703963520047,no,5,272.61
truck,standard,west,clear,96.8,8.81,3.5382838184346808,no,5,510.43
ev bike,two day,south,hot,197.1,39.53,6.125927660310421,no,4,1104.09
truck,standard,west,cold,3.9,45.93,2.3123398523582193,no,4,157.29
ev van,two day,central,cold,276.5,11.26,7.395173783545672,no,4,1416.28
bike,express,west,rainy,120.4,8.07,4.999701266997217,yes,3,676.21
bike,two day,east,clear,19.8,43.26,2.9587979256564445,no,5,228.78
ev bike,same day,central,clear,264.7,48.97,7.947476790156605,no,3,1570.41
ev van,two day,south,foggy,55.0,42.01,4.120747387188409,no,5,401.03
truck,same day,central,rainy,18.4,17.49,3.7010484177060157,no,5,244.47
ev van,two day,central,clear,24.5,26.6,2.5367585498018155,no,5,202.3
van,same day,south,rainy,158.9,15.11,6.114811375695053,yes,2,939.83
ev bike,same day,west,foggy,86.5,27.23,4.409262377763739,no,4,614.19
truck,same day,central,clear,252.7,21.71,7.154419268576188,no,5,1428.63
ev van,express,south,hot,164.1,42.01,6.316779730263261,yes,3,996.53
truck,two day,west,cold,84.1,46.82,4.3589432158123635,no,5,560.96
van,two day,east,rainy,175.7,16.94,6.045964456705582,no,4,929.32
scooter,same day,east,stormy,283.3,48.8,9.962188522154118,yes,2,1632.7206
scooter,express,west,clear,258.9,42.79,7.32590263257182,no,4,1472.87
bike,express,east,clear,41.8,40.63,2.848355713983169,no,5,380.89
bike,same day,west,rainy,261.7,48.44,8.806551100293817,yes,3,1553.82
truck,standard,central,cold,110.5,11.95,3.9050609585190648,no,5,588.35
bike,standard,south,hot,116.0,27.02,4.314428335732021,no,5,661.06
van,express,north,hot,151.7,48.67,5.644680523033922,yes,2,954.51
bike,same day,west,clear,230.7,28.5,7.032609156635911,no,4,1339.0
bike,two day,central,rainy,127.3,0.71,5.308701338070746,no,5,638.63
ev bike,express,central,stormy,198.7,39.81,7.96502088800027,yes,2,1162.93
bike,standard,east,foggy,51.9,46.22,3.9638492212654786,no,4,398.16
van,same day,central,hot,89.2,26.31,3.5670273173282316,no,5,624.93
scooter,two day,central,stormy,284.4,39.72,9.632523625745629,no,4,1541.16
bike,two day,south,stormy,126.6,17.71,5.698056530778872,no,4,686.13
scooter,same day,north,stormy,218.2,46.76,8.513906329829066,yes,2,1331.28
bike,standard,central,cold,24.8,0.67,2.636224658026095,no,5,125.47
bike,same day,north,stormy,10.1,19.76,3.327929248224533,no,4,209.78
truck,standard,north,hot,16.7,23.01,2.3009004436970715,no,5,152.53
bike,two day,south,foggy,210.7,37.42,6.745662507808135,no,3,1165.76
ev van,two day,west,clear,18.0,10.84,2.063904920022625,no,4,122.52
van,same day,west,stormy,181.0,3.79,6.630355562041831,yes,3,1016.37
van,standard,south,cold,76.0,43.71,3.795374006564296,no,5,511.13
ev van,express,west,hot,43.0,13.98,2.415632817394287,yes,3,306.94
ev bike,same day,central,stormy,208.1,32.7,7.46604898304545,yes,2,1238.6
van,two day,north,cold,163.6,33.15,5.741287562918265,no,5,917.45
ev van,two day,central,cold,267.5,48.38,7.709323927455027,no,5,1482.64
truck,standard,west,cold,218.4,47.59,7.050739628066555,no,3,1234.77
ev bike,same day,central,cold,97.5,1.59,3.7962792013871565,no,4,592.27
ev van,two day,north,rainy,38.8,7.14,3.284319091205937,no,3,215.42
ev bike,standard,south,clear,191.5,8.46,5.242489902714125,no,4,982.88
truck,express,south,foggy,104.9,37.93,5.284345567705123,yes,2,688.29
truck,same day,west,rainy,50.5,32.86,3.905342692207774,no,5,451.08
truck,same day,west,clear,172.3,13.79,5.531971070324852,no,5,1002.87
ev van,two day,south,stormy,198.9,27.37,7.171185252673791,no,4,1076.61
ev bike,same day,south,clear,86.4,33.1,3.7419650409291823,no,5,631.3
scooter,express,east,clear,216.8,15.65,6.431763461222641,no,5,1180.95
bike,same day,north,rainy,21.4,30.89,3.0619085405391067,no,4,299.67
ev bike,same day,central,foggy,219.2,8.76,6.5443880756438775,no,5,1222.28
van,two day,central,stormy,32.6,30.39,4.152401321697449,no,5,254.17
van,express,west,cold,207.5,37.69,7.029151704521533,no,4,1200.57
ev van,two day,east,stormy,131.1,35.45,6.43722968691266,no,4,761.85
bike,two day,west,stormy,46.4,4.13,3.8953462253151354,no,3,244.39
bike,standard,south,rainy,7.3,13.91,3.356949448212082,no,4,95.6674
ev bike,standard,north,rainy,253.8,47.66,8.583887331538243,no,3,1411.98
ev van,express,south,stormy,264.0,14.26,8.646772266493759,yes,3,1412.78
ev bike,express,east,rainy,111.6,4.94,4.774387898014399,yes,2,622.82
ev van,standard,central,clear,198.1,13.66,5.952055853044678,no,4,1031.48
ev van,standard,north,hot,261.0,32.72,7.568703108908679,no,4,1403.16
ev bike,same day,south,cold,27.8,49.28,3.2249887249635405,no,3,386.84
ev van,two day,north,cold,152.3,40.5,6.137352143674624,no,5,883.0
van,standard,east,hot,128.0,32.42,4.888457606569295,no,5,737.26
ev bike,same day,central,cold,65.4,25.37,3.313001554720939,no,4,503.11
bike,express,north,hot,76.0,1.33,3.4973864498164993,yes,3,433.99
truck,standard,east,clear,275.5,21.81,7.488143912000734,no,3,1442.93
scooter,same day,north,foggy,208.8,14.1,6.707733283535201,no,5,1186.3
ev van,standard,north,clear,187.7,12.85,5.556247153334905,no,4,977.05
van,standard,east,rainy,194.5,17.97,6.405536193486424,no,4,1026.41
scooter,two day,east,cold,124.6,46.32,5.689029780660643,no,4,761.96
truck,express,central,hot,236.5,21.26,6.861059052312535,yes,2,1296.28
bike,standard,south,cold,224.0,12.79,6.799360562079933,no,3,1158.37
bike,two day,west,foggy,131.4,31.39,5.45889174828765,no,5,751.17
van,same day,north,rainy,44.9,39.49,4.565555585456016,no,3,442.97
truck,same day,east,foggy,30.1,5.97,2.6535907192226897,no,3,268.41
truck,same day,central,rainy,238.7,25.81,8.24853448243551,no,3,1370.93
bike,express,south,cold,211.1,39.72,6.925986576284371,yes,3,1224.66
ev bike,two day,north,stormy,135.5,11.75,6.424320015063623,no,5,712.75
bike,express,east,clear,41.7,27.97,2.816378507286659,no,5,342.41
ev bike,same day,north,rainy,232.2,1.33,7.610519890334367,yes,3,1264.99
bike,two day,west,foggy,108.4,17.23,4.682442081904636,no,5,593.69
bike,two day,south,hot,233.2,23.35,6.724746204697919,no,4,1236.05
truck,same day,west,cold,210.1,26.19,6.766182970655814,yes,2,1229.07
ev bike,standard,west,rainy,279.1,33.92,8.333085197803547,no,3,1497.26
ev bike,standard,central,hot,21.3,40.93,2.6706737027724,no,4,229.29
truck,express,north,hot,193.4,35.8,6.073233556835545,yes,2,1124.4
scooter,same day,central,hot,238.0,1.23,6.593345356939393,yes,3,1293.69
ev van,standard,south,rainy,88.2,14.24,4.450179020428432,no,4,483.72
bike,express,north,foggy,221.3,44.63,7.762340143067993,yes,2,1290.39
van,express,central,clear,90.0,39.19,4.493249724034463,yes,3,617.57
ev bike,express,east,stormy,190.9,46.65,8.088737305152643,yes,2,1144.45
truck,same day,east,foggy,204.5,19.11,6.06307452338777,yes,2,1179.83
ev bike,express,south,foggy,268.6,42.34,8.462881579976926,yes,3,1520.02
ev bike,same day,north,clear,285.3,28.83,7.452997447764144,no,3,1612.99
ev van,express,north,cold,297.1,26.18,8.701871882024133,yes,2,1624.04
truck,two day,central,stormy,208.5,48.54,8.368962655294219,no,5,1188.12
ev bike,express,north,rainy,174.1,24.05,6.210545576531246,yes,3,992.65
bike,two day,east,clear,205.2,28.19,6.03477736840306,no,3,1110.57
scooter,two day,south,foggy,224.4,36.19,7.608732491377356,no,5,1230.57
bike,express,central,clear,244.9,34.83,6.706092485846073,yes,3,1378.99
scooter,express,west,rainy,88.0,12.14,4.8785014424996955,yes,2,526.42
bike,same day,north,hot,213.0,14.1,5.832820081416746,yes,3,1207.3
ev bike,express,north,clear,58.4,2.3,2.460511157312476,no,3,348.9
van,same day,north,stormy,31.8,21.85,4.469188274227625,no,3,324.55
van,express,west,hot,238.2,29.75,7.151328747832606,no,4,1330.25
truck,two day,north,stormy,174.5,18.6,7.192747277471208,no,4,928.3
van,same day,south,clear,143.3,28.17,4.758597707910538,no,5,901.01
truck,standard,east,rainy,120.1,4.21,5.433601967798413,no,5,613.13
bike,standard,north,rainy,77.4,24.17,4.251924065174463,no,4,459.51
ev bike,same day,south,cold,176.3,30.71,6.116585654076458,no,4,1073.63
ev van,express,south,hot,26.5,35.2,3.211566143970332,yes,3,288.1
bike,express,east,cold,209.3,30.24,6.299565846020399,no,5,1187.22
bike,same day,north,clear,146.8,18.36,5.254569832787142,no,4,889.08
bike,express,south,foggy,189.5,44.41,6.99600312143699,yes,2,1130.73
truck,two day,east,foggy,10.4,41.55,2.9592767265931803,no,4,176.65
ev bike,same day,east,hot,112.9,49.52,5.082385515829119,no,4,813.51
ev bike,express,central,clear,120.5,0.67,4.277768607730495,yes,2,654.48
ev bike,express,south,hot,173.8,3.23,5.288210852402814,no,5,928.69
truck,express,south,foggy,270.7,33.32,7.719921093332068,yes,2,1503.46
ev bike,standard,north,cold,215.3,27.73,7.103093122463416,no,3,1159.69
scooter,standard,west,rainy,242.0,15.23,7.641199210714097,no,3,1255.69
ev bike,two day,east,cold,227.9,3.54,6.3125277687396,no,4,1150.12
scooter,two day,north,cold,59.5,3.06,2.8389625440265,no,5,306.68
ev van,standard,central,foggy,154.5,38.51,5.903524280747415,no,5,888.03
bike,same day,central,cold,220.8,23.0,6.833688720005611,no,3,1273.0
ev van,express,central,foggy,161.2,28.2,5.979640414882165,yes,2,940.6
van,same day,west,stormy,284.9,14.76,9.163675575674734,yes,3,1568.78
truck,same day,north,cold,155.9,10.86,4.735301403410482,no,5,912.08
bike,two day,central,rainy,164.8,33.5,6.350222228845198,no,5,924.5
scooter,same day,east,foggy,36.8,5.67,3.0736035161256474,no,3,301.01
ev van,standard,central,clear,24.7,47.66,2.9515572174910574,no,5,266.48
bike,same day,south,stormy,18.6,16.18,3.813935163899946,yes,3,241.54
scooter,two day,west,rainy,45.7,42.7,4.033228081985151,no,3,356.6
truck,two day,east,clear,201.9,26.33,5.813686890967723,no,4,1088.49
ev bike,same day,east,cold,54.3,42.41,3.882650416935374,no,3,498.73
van,express,south,rainy,33.3,40.66,4.362400694793832,yes,2,338.48
bike,same day,north,hot,184.2,42.49,6.360523000718292,no,5,1148.47
bike,standard,central,clear,257.6,14.39,7.037287229395897,no,5,1331.17
ev van,same day,west,rainy,10.9,8.39,3.1803873624802224,no,4,179.67
scooter,standard,central,clear,152.3,35.01,5.306031309383627,no,5,866.53
truck,express,east,hot,58.3,15.38,3.37244823670551,yes,2,387.64
ev van,same day,south,foggy,274.4,15.8,7.524038657894154,yes,2,1519.4
van,express,west,cold,126.1,12.09,4.287542845941089,yes,2,716.77
bike,express,south,stormy,194.5,38.62,7.870833020021088,yes,2,1138.36
ev bike,same day,central,rainy,131.0,41.66,5.889921423797492,yes,2,879.98
ev bike,two day,east,hot,245.5,1.32,6.340752649758347,no,4,1231.46
truck,two day,west,cold,148.3,46.62,6.16849873558077,no,4,881.36
ev van,same day,west,stormy,283.8,36.41,9.635324410919017,yes,3,1628.23
ev bike,same day,south,hot,108.3,11.01,3.6356839110364816,no,5,674.53
ev bike,express,west,hot,216.7,34.71,7.200259091836712,yes,2,1237.63
van,two day,east,clear,27.5,28.6,2.192913118905053,no,5,223.3
bike,two day,north,rainy,49.5,45.9,4.16628011273048,no,4,385.2
ev bike,standard,east,hot,159.4,34.66,5.528462729573505,no,4,900.98
ev van,two day,north,hot,78.5,21.57,4.168898792604079,no,4,457.21
ev bike,standard,west,rainy,18.6,8.03,3.205332508109935,no,3,117.09
truck,same day,west,clear,75.1,39.81,3.9106451894698333,no,5,594.93
ev bike,express,central,stormy,82.0,48.56,5.756524788935184,yes,2,605.68
scooter,same day,east,rainy,187.3,39.79,7.2802996761857015,yes,2,1155.87
bike,two day,central,clear,50.7,35.66,3.549041974642667,no,3,360.48
truck,standard,west,foggy,278.6,44.89,7.987513761382741,no,5,1527.67
